sort,original_column_name,new_column_name,survey_year,Question_ID,category,sub_category,engagement_calculation,subtheme_code,Label
976,LEVEL3_YN_15,NA,2015,,Exclude,Other,,,Level 3 Yes or No 2015 (indicates whether a report was generated or suppressed for a work unit)
977,LEVEL4_NAME_15,LEVEL4_NAME,2015,,Sensitive Info,Employee Info,,,Level 4 Name 2015 (contains title for Level 4 Report)
978,LEVEL4_ID_15,NA,2015,,Exclude,Other,,,"Level 4 ID 2015 (unique Level 4 identifier - used by Richard, ""REF#"" in work unit reports)"
979,LEVEL4_YN_15,NA,2015,,Exclude,Other,,,Level 4 Yes or No 2015 (indicates whether a report was generated or suppressed for a work unit)
980,WU_NAME15,WU_NAME,2015,,Sensitive Info,Employee Info,,,Name associated with WU_NUM
981,WU_NUM15,WU_NUM,2015,,Sensitive Info,Employee Info,,,Unique 13-digit number for lowest level work unit (mutually exclusive)
982,WU_NUM15_POPULATION,WU_NUM_POPULATION,2015,,Sensitive Info,Employee Info,,,Work Unit Population 2015 (provides population count for WU_NUM15)
983,WU_NUM15_RESPONSES,WU_NUM_REPSONSES,2015,,Sensitive Info,Employee Info,,,Work Unit Responses 2015 (provides response count for WU_NUM15)
984,DEPTDESC15,DEPTDESC,2015,,Sensitive Info,Employee Info,,,Department Description 2015 (linked to DEPTID15)
985,DEPTID15,DEPTID,2015,,Sensitive Info,Employee Info,,,Department ID 2015 (linked to DEPTDESC15)
986,DEPTID15_POPULATION,DEPTID_POPULATION,2015,,Exclude,Employee Info,,,Department ID Population 2015 (provides population count for DEPTID15)
987,DEPTID15_RESPONSES,DEPTID_REPSONSES,2015,,Exclude,Employee Info,,,Department ID Responses 2015 (provides response count for DEPTID15)
988,AGE15,AGE,2015,,Sensitive Info,Employee Info,,,Age 2015
989,AGEGRP15,AGEGRP,2015,,BC Stats Background,Employee Info,,,Age Group 2015 (Calculated from AGE15)
990,BESTCITY15,NA,2015,,Exclude,Other,,,Best City 2015 (used to calculate CITYGRP15 and PSAREGION15)
991,CITYGRP15,CITYGRP,2015,,BC Stats Background,Employee Info,,,City Group 2015 (Calculated from BESTCITY15)
992,PSAREGION15,PSAREGION,2015,,BC Stats Background,Employee Info,,,PSA Region 2015 (Calculated from BESTCITY15)
993,GENDER15,GENDER,2015,,BC Stats Background,Employee Info,,,Gender 2015 (as of CHIPS file)
994,CombinedSex15,Sex,2015,,Exclude,Demographic,,,"Sex (combined from CombinedSex13 (combined info from WES10, 11, 13) & sex1_15 (info from WES15 survey))"
995,CombinedAbo15,aboriginal_status,2015,,Sensitive Info,Demographic,,,"Aboriginal status (combined from CombinedAbo13 (combined info from WES10, 11, 13) & abo1_15 (info from WES15 survey))"
996,CombinedVis15,minority_status,2015,,Sensitive Info,Demographic,,,"Visible Minority status (combined from CombinedVis13 (combined info from WES10, 11, 13) & vis1_15 (info from WES15 survey))"
997,APPTSTAT15,APPTSTAT,2015,,Exclude,Employee Info,,,Appointment Status 2015
998,UNIONSTATUS15,UNIONSTATUS,2015,,BC Stats Background,Employee Info,,,Union Status 2015 (formerly GROUPS##)
999,CLASSCODE15,CLASSCODE,2015,,BC Stats Background,Employee Info,,,Class Code 2015
1000,CLASSTITLE15,CLASSTITLE,2015,,BC Stats Background,Employee Info,,,Class title 2015 (text aggregation of CLASSCODE15
1001,WESJOBCLASGRP15,WESJOBCLASGRP,2015,,BC Stats Background,Employee Info,,,WES Job Class Group 2015 (ClassificationGroup3)
1002,REGHOURS15,REGHOURS,2015,,BC Stats Background,Employee Info,,,Weekly Salaried Hours 2015 (for employees that work a pre-determined salaried work schedule - those who don't show a value of 1.88)
1003,CURPOSDESC15,CURPOSDESC,2015,,Sensitive Info,Employee Info,,,Current Position Description 2015 (similar to BUSTITLE15)
1004,CURPOSNUM15,CURPOSNUM,2015,,Sensitive Info,Employee Info,,,"Current Position Number 2015 (position number as at Sept. 25, 2015)"
1005,CURSUPID15,CURSUPID,2015,,Sensitive Info,Employee Info,,,"Current Supervisors ID 2015 (Used to link a direct report's data with their supervisors - data quality not great, but good enough)"
1006,SUPERVISEES15,SUPERVISEES,2015,,BC Stats Background,Employee Info,,,Supervisees 2015 (provides a count of how many supervisees a supervisor is responsible for)
1007,SRVCDT15,SRVCDT,2015,,Sensitive Info,Employee Info,,,Service Date 2015 (first date in current benefit program)
1008,SRVCYRS15,SRVCYRS,2015,,BC Stats Background,Employee Info,,,Service Years 2015 (Calculated from SRVCDT15)
1009,SRVCYRS_GRP15,NA,2015,,Exclude,Other,,,Service Years Group 2015 (calculated from SRVCYRS)
111,pers2_407,Q58,2007,Q8303_04,Raw Survey Question,The Person I Report to,,,pers2_7 2007: [NON-MODEL] The person I report to maintains high standards of honesty and integrity.
247,pers2_308,Q58,2008,Q8303_04,Raw Survey Question,The Person I Report to,,,pers2_3 2008: [NON-MODEL] The person I report to maintains high standards of honesty and integrity.
390,pers2_309,Q58,2009,Q8303_04,Raw Survey Question,The Person I Report to,,,pers2_3 2009: [NON-MODEL] The person I report to maintains high standards of honesty and integrity.
552,pers2_210,Q58,2010,Q8303_04,Raw Survey Question,The Person I Report to,,,pers2_2 2010: [NON-MODEL] The person I report to maintains high standards of honesty and integrity.
729,pers2_211,Q58,2011,Q8303_04,Raw Survey Question,The Person I Report to,,,pers2_2 2011: [NON-MODEL] The person I report to maintains high standards of honesty and integrity.
918,Q8303_04_13,Q58,2013,Q8303_04,Raw Survey Question,The Person I Report to,,,The person I report to maintains high standards of honesty and integrity.
1061,Q8303_04_15,Q58,2015,Q8303_04,Raw Survey Question,The Person I Report to,,,The person I report to maintains high standards of honesty and integrity.
1219,Q8303_04_18,Q58,2018,Q8303_04,Raw Survey Question,The Person I Report to,,83,The person I report to maintains high standards of honesty and integrity.
1062,Q9349_15_15,Q59,2015,Q9349_15,Raw Survey Question,The Person I Report to,,,The person I report to supports me and my co-workers in conducting our work in an ethical manner.
1220,Q9349_15_18,Q59,2018,Q9349_15,Raw Survey Question,The Person I Report to,,83,The person I report to supports me and my co-workers in conducting our work in an ethical manner.
1020,Q3394_15_15,NA,2015,Q3394_15,Exclude,Outdated Survey Question/Calc,,,My organization actively encourages me to use Lean to improve workplace processes.
112,pers2_507,Q60,2007,Q2515_07,Raw Survey Question,The Person I Report to,,,pers2_5 2007: [NON-MODEL] I am satisfied with the quality of supervision I receive.
249,pers2_508,Q60,2008,Q2515_07,Raw Survey Question,The Person I Report to,,,pers2_5 2008: [NON-MODEL] I am satisfied with the quality of supervision I receive.
392,pers2_509,Q60,2009,Q2515_07,Raw Survey Question,The Person I Report to,,,pers2_5 2009: [NON-MODEL] I am satisfied with the quality of supervision I receive.
553,pers2_310,Q60,2010,Q2515_07,Raw Survey Question,The Person I Report to,,,pers2_3 2010: [NON-MODEL] I am satisfied with the quality of supervision I receive.
730,pers2_311,Q60,2011,Q2515_07,Raw Survey Question,The Person I Report to,,,pers2_3 2011: [NON-MODEL] I am satisfied with the quality of supervision I receive.
919,Q2515_07_13,Q60,2013,Q2515_07,Raw Survey Question,The Person I Report to,,,I am satisfied with the quality of supervision I receive.
1063,Q2515_07_15,Q60,2015,Q2515_07,Raw Survey Question,The Person I Report to,,,I am satisfied with the quality of supervision I receive.
1221,Q2515_07_18,Q60,2018,Q2515_07,Raw Survey Question,The Person I Report to,,83,I am satisfied with the quality of supervision I receive.
250,exe1_108,Q61,2008,Q7855_08,Raw Survey Question,My Executive,Executive_Level,,exe1_1 2008: [EXECUTIVE LEVEL B] Executives in my organization communicate decisions in a timely manner.
393,exe1_109,Q61,2009,Q7855_08,Raw Survey Question,My Executive,Executive_Level,,exe1_1 2009: [EXECUTIVE LEVEL B] Executives in my organization communicate decisions in a timely manner.
554,exe1_110,Q61,2010,Q7855_08,Raw Survey Question,My Executive,Executive_Level,,exe1_1 2010: [EXECUTIVE LEVEL R] Executives in my organization communicate decisions in a timely manner.
731,exe1_111,Q61,2011,Q7855_08,Raw Survey Question,My Executive,Executive_Level,,exe1_1 2011: [EXECUTIVE LEVEL MANAGEMENT B] Executives in my organization communicate decisions in a timely manner.
920,Q7855_08_13,Q61,2013,Q7855_08,Raw Survey Question,My Executive,Executive_Level,,Executives in my organization communicate decisions in a timely manner.
1064,Q7855_08_15,Q61,2015,Q7855_08,Raw Survey Question,My Executive,Executive_Level,,Executives in my organization communicate decisions in a timely manner.
1222,Q7855_08_18,Q61,2018,Q7855_08,Raw Survey Question,My Executive,Executive_Level,41,Executives in my organization communicate decisions in a timely manner.
115,exe1_207,Q62,2007,Q5812_04,Raw Survey Question,My Executive,,,exe1_2 2007: [NON-MODEL] Executives in my Ministry/organization clearly communicate strategic changes and/or changes in priorities.
251,exe1_208,Q62,2008,Q5812_04,Raw Survey Question,My Executive,,,exe1_2 2008: [EXECUTIVE LEVEL R] Executives in my Ministry/organization clearly communicate strategic changes and/or changes in priorities.
394,exe1_209,Q62,2009,Q5812_04,Raw Survey Question,My Executive,,,exe1_2 2009: [EXECUTIVE LEVEL R] Executives in my Ministry/organization clearly communicate strategic changes and/or changes in priorities.
555,exe1_210,Q62,2010,Q5812_04,Raw Survey Question,My Executive,,,exe1_2 2010: [NON-MODEL] Executives in my Ministry/organization clearly communicate strategic changes and/or changes in priorities.
732,exe1_211,Q62,2011,Q5812_04,Raw Survey Question,My Executive,,,exe1_2 2011: [NON-MODEL] Executives in my organization clearly communicate strategic changes and/or changes in priorities.
921,Q5812_04_13,Q62,2013,Q5812_04,Raw Survey Question,My Executive,,,Executives in my organization clearly communicate strategic changes and/or changes in priorities.
1065,Q5812_04_15,Q62,2015,Q5812_04,Raw Survey Question,My Executive,,,Executives in my organization clearly communicate strategic changes and/or changes in priorities.
1223,Q5812_04_18,Q62,2018,Q5812_04,Raw Survey Question,My Executive,,41,Executives in my organization clearly communicate strategic changes and/or changes in priorities.
922,Q7355_04_13,Q63,2013,Q7355_04,Raw Survey Question,My Executive,Executive_Level,,Executives in my organization provide clear direction for the future.
1066,Q7355_04_15,Q63,2015,Q7355_04,Raw Survey Question,My Executive,Executive_Level,,Executives in my organization provide clear direction for the future.
1224,Q7355_04_18,Q63,2018,Q7355_04,Raw Survey Question,My Executive,Executive_Level,43,Executives in my organization provide clear direction for the future.
119,org1_307,Q64,2007,Q6870_07,Raw Survey Question,My Executive,,,org1_3 2007: [NON-MODEL] Essential information flows efficiently from senior leadership to staff.
253,exe1_408,Q64,2008,Q6870_07,Raw Survey Question,My Executive,,,exe1_4 2008: [NON-MODEL] Essential information flows efficiently from senior leadership to staff.
396,exe1_409,Q64,2009,Q6870_07,Raw Survey Question,My Executive,,,exe1_4 2009: [NON-MODEL] Essential information flows efficiently from senior leadership to staff.
557,exe1_410,Q64,2010,Q6870_07,Raw Survey Question,My Executive,,,exe1_4 2010: [NON-MODEL] Essential information flows efficiently from senior leadership to staff.
734,exe1_411,Q64,2011,Q6870_07,Raw Survey Question,My Executive,,,exe1_4 2011: [NON-MODEL] Essential information flows efficiently from senior leadership to staff.
923,Q6870_07_13,Q64,2013,Q6870_07,Raw Survey Question,My Executive,,,Essential information flows efficiently from senior leadership to staff.
1067,Q1705_15_15,Q64,2015,Q1705_15,Raw Survey Question,My Executive,,,Essential information flows effectively from senior leadership to staff.
1225,Q1705_15_18,Q64,2018,Q1705_15,Raw Survey Question,My Executive,,41,Essential information flows effectively from senior leadership to staff.
121,org1_507,Q65,2007,Q8902_06,Raw Survey Question,My Executive,,,org1_5 2007: [NON-MODEL] I have confidence in the senior leadership of my Ministry/organization.
255,exe1_608,Q65,2008,Q8902_06,Raw Survey Question,My Executive,,,exe1_6 2008: [NON-MODEL] I have confidence in the senior leadership of my Ministry/organization.
398,exe1_609,Q65,2009,Q8902_06,Raw Survey Question,My Executive,,,exe1_6 2009: [NON-MODEL] I have confidence in the senior leadership of my Ministry/organization.
558,exe1_510,Q65,2010,Q8902_06,Raw Survey Question,My Executive,,,exe1_5 2010: [NON-MODEL] I have confidence in the senior leadership of my Ministry/organization.
735,exe1_511,Q65,2011,Q8902_06,Raw Survey Question,My Executive,,,exe1_5 2011: [NON-MODEL] I have confidence in the senior leadership of my organization.
924,Q8902_06_13,Q65,2013,Q8902_06,Raw Survey Question,My Executive,,,I have confidence in the senior leadership of my organization.
1069,Q8902_06_15,Q65,2015,Q8902_06,Raw Survey Question,My Executive,,,I have confidence in the senior leadership of my organization.
1226,Q8902_06_18,Q65,2018,Q8902_06,Raw Survey Question,My Executive,,43,I have confidence in the senior leadership of my organization.
117,org1_107,Q66,2007,Q5178_04,Raw Survey Question,My Organization,Vision_Mission_Goals,,"org1_1 2007: [VISION, MISSION & GOALS B] My Ministry/organization is taking steps to ensure the long-term success of its vision, mission and goals."
256,org1_108,Q66,2008,Q5178_04,Raw Survey Question,My Organization,Vision_Mission_Goals,,"org1_1 2008: [VISION, MISSION & GOALS B] My Ministry/organization is taking steps to ensure the long-term success of its vision, mission and goals."
399,org1_109,Q66,2009,Q5178_04,Raw Survey Question,My Organization,Vision_Mission_Goals,,"org1_1 2009: [VISION, MISSION & GOALS B] My Ministry/organization is taking steps to ensure the long-term success of its vision, mission and goals."
559,org1_110,Q66,2010,Q5178_04,Raw Survey Question,My Organization,Vision_Mission_Goals,,"org1_1 2010: [VISION, MISSION & GOALS R] My Ministry/organization is taking steps to ensure the long-term success of its vision, mission and goals."
736,org1_111,Q66,2011,Q5178_04,Raw Survey Question,My Organization,Vision_Mission_Goals,,"org1_1 2011: [VISION MISSION & GOALS B] My organization is taking steps to ensure the long-term success of its vision, mission and goals."
1068,Q6870_07_15,NA,2015,Q6870_07,Exclude,Outdated Survey Question/Calc,,,Essential information flows efficiently from senior leadership to staff. (asked to only small sample as old wording to Q1705_15_15)
925,Q5178_04_13,Q66,2013,Q5178_04,Raw Survey Question,My Organization,Vision_Mission_Goals,,"My organization is taking steps to ensure the long-term success of its vision, mission and goals."
1070,Q5178_04_15,Q66,2015,Q5178_04,Raw Survey Question,My Organization,Vision_Mission_Goals,,"My organization is taking steps to ensure the long-term success of its vision, mission and goals."
1227,Q5178_04_18,Q66,2018,Q5178_04,Raw Survey Question,My Organization,Vision_Mission_Goals,111,"My organization is taking steps to ensure the long-term success of its vision, mission and goals."
118,org1_207,Q67,2007,Q1782_04,Raw Survey Question,My Organization,Vision_Mission_Goals,,"org1_2 2007: [VISION, MISSION & GOALS B] The vision, mission and goals of my Ministry/organization are communicated well."
257,org1_208,Q67,2008,Q1782_04,Raw Survey Question,My Organization,Vision_Mission_Goals,,"org1_2 2008: [VISION, MISSION & GOALS B] The vision, mission and goals of my Ministry/organization are communicated well."
400,org1_209,Q67,2009,Q1782_04,Raw Survey Question,My Organization,Vision_Mission_Goals,,"org1_2 2009: [VISION, MISSION & GOALS B] The vision, mission and goals of my Ministry/organization are communicated well."
560,org1_210,Q67,2010,Q1782_04,Raw Survey Question,My Organization,Vision_Mission_Goals,,"org1_2 2010: [VISION, MISSION & GOALS R] The vision, mission and goals of my Ministry/organization are communicated well."
737,org1_211,Q67,2011,Q1782_04,Raw Survey Question,My Organization,Vision_Mission_Goals,,"org1_2 2011: [VISION MISSION & GOALS B] The vision, mission and goals of my organization are communicated well."
926,Q1782_04_13,Q67,2013,Q1782_04,Raw Survey Question,My Organization,Vision_Mission_Goals,,"The vision, mission and goals of my organization are communicated well."
1071,Q1782_04_15,Q67,2015,Q1782_04,Raw Survey Question,My Organization,Vision_Mission_Goals,,"The vision, mission and goals of my organization are communicated well."
1228,Q1782_04_18,Q67,2018,Q1782_04,Raw Survey Question,My Organization,Vision_Mission_Goals,111,"The vision, mission and goals of my organization are communicated well."
122,org2_107,Q68,2007,Q8639_06,Raw Survey Question,My Organization,,,org2_1 2007: [NON-MODEL] I know how my work contributes to the achievement of my Ministry’s/organization's/department's goals.
258,org1_308,Q68,2008,Q8639_06,Raw Survey Question,My Organization,,,org1_3 2008: [NON-MODEL] I know how my work contributes to the achievement of my Ministry’s/organization's/department's goals.
401,org1_309,Q68,2009,Q8639_06,Raw Survey Question,My Organization,,,org1_3 2009: [NON-MODEL] I know how my work contributes to the achievement of my Ministry’s/organization's/department's goals.
561,org1_310,Q68,2010,Q8639_06,Raw Survey Question,My Organization,,,org1_3 2010: [NON-MODEL] I know how my work contributes to the achievement of my Ministry’s/organization's/department's goals.
1084,Q7737_13_15,NA,2015,Q7737_13,Exclude,Outdated Survey Question/Calc,,,Last cycle's Work Environment Survey results led to improvements in my current workplace.
738,org1_311,Q68,2011,Q8639_06,Raw Survey Question,My Organization,,,org1_3 2011: [NON-MODEL] I know how my work contributes to the achievement of my organizational goals.
1086,Q6164_15_15,NA,2015,Q6164_15,Exclude,Outdated Survey Question/Calc,,,Has your work unit adopted Leading Workplace Strategies?
927,Q8639_06_13,Q68,2013,Q8639_06,Raw Survey Question,My Organization,,,I know how my work contributes to the achievement of my organization's goals.
1088,sex1_13_15,NA,2015,,Exclude,Exclude - captured elsewhere,,,Please indicate your sex.
1089,abo1_13_15,NA,2015,,Sensitive Info,Exclude - captured elsewhere,,,"Do you identify yourself as an Aboriginal person, that is, First Nations (North American Indian), Metis or Inuit?"
1090,abo2_1_13_15,NA,2015,,Sensitive Info,Exclude - captured elsewhere,,,"Self-identified as First Nations (North American Indian), Metis, and/or Inuit"
1091,abo2_2_13_15,NA,2015,,Sensitive Info,Exclude - captured elsewhere,,,"Self-identified as First Nations (North American Indian), Metis, and/or Inuit"
1092,abo2_3_13_15,NA,2015,,Sensitive Info,Exclude - captured elsewhere,,,"Self-identified as First Nations (North American Indian), Metis, and/or Inuit"
1093,vis1_13_15,NA,2015,,Sensitive Info,Exclude - captured elsewhere,,,Do you consider yourself to be a member of a visible minority group?
1094,dis1_13_15,NA,2015,,Sensitive Info,Exclude - captured elsewhere,,,Do you consider yourself to be a person with a disability?
1095,Engagement_15,Engagement,2015,,Calculated from Raw,Engagement Model,,,Engagement 2015 =(Job_Satisfaction_15 + Org_Satsfaction_15 + Commitment_15)/3
1096,Commitment_15,Commitment,2015,,Calculated from Raw,Engagement Model,Engagement,,Commitment 2015 =(Q3373_06_15 + Q6957_06_15)/2
1097,Job_Satisfaction_15,Job_Satisfaction,2015,,Calculated from Raw,Engagement Model,Engagement,,Job Satisfaction 2015 =Q2327_06_15
1098,Org_Satisfaction_15,Org_Satisfaction,2015,,Calculated from Raw,Engagement Model,Engagement,,Org Satisfaction 2015 =Q2958_06_15
1099,Empowerment_15,Empowerment,2015,,Calculated from Raw,Engagement Model,,,Empowerment 2015 =(Q8520_06_15 + Q3182_08_15 + Q8385_06_15)/3
1100,Stress_Workload_15,Stress_Workload,2015,,Calculated from Raw,Engagement Model,,,Stress & Workload 2015 =(Q9958_04_15 + Q2928_06_15)/2
1101,Vision_Mission_Goals_15,Vision_Mission_Goals,2015,,Calculated from Raw,Engagement Model,,,"Vision, Mission & Goals 2015 =(Q1782_04_15 + Q5178_04_15)/2"
1102,Teamwork_15,Teamwork,2015,,Calculated from Raw,Engagement Model,,,Teamwork 2015 =(Q8179_04_15 + Q8355_04_15 + Q4882_06_15)/3
1103,Recognition_15,Recognition,2015,,Calculated from Raw,Engagement Model,,,Recognition 2015 =(Q5601_06_15 + Q4636_08_15)/2
1104,Professional_Development_15,Professional_Development,2015,,Calculated from Raw,Engagement Model,,,Professional Development 2015 =(Q3437_06_15+ Q9292_04_15 + Q9183_04_15)/3
1105,Pay_Benefits_15,Pay_Benefits,2015,,Calculated from Raw,Engagement Model,,,Pay & Benefits 2015 =(Q1718_06_15 + Q2593_06_15 + Q8152_11_15)/3
1106,Staffing_Practices_15,Staffing_Practices,2015,,Calculated from Raw,Engagement Model,,,Staffing Practices 2015 =(Q8117_08_15 + Q8260_06_15)/2
1107,Respectful_Environment_15,Respectful_Environment,2015,,Calculated from Raw,Engagement Model,,,Respectful Environment 2015 =(Q5074_04_15 + Q8641_13_15 + Q5704_13_15 + Q8511_04_15)/4
1108,Executive_Level_15,Executive_Level,2015,,Calculated from Raw,Engagement Model,,,Executive Level 2015 =(Q7855_08_15 + Q7355_04_15)/2
1109,Supervisory_Level_15,Supervisory_Level,2015,,Calculated from Raw,Engagement Model,,,Supervisory Level 2015 =(Q8227_06_15 + Q1266_06_15 + Q4234_06_15 + Q6979_13_15 + Q9806_15_15)/5
1110,Job_Suitability_15,Job_Suitability,2015,,Calculated from Raw,Engagement Model,,,Job Suitability 2015 =(Q5079_04_15 + Q1344_06_15)/2
1111,Tools_Workspace_15,Tools_Workspace,2015,,Calculated from Raw,Engagement Model,,,Tools & Workspace 2015 =(Q4332_11_15 + Q5113_11_15 + Q7644_15_15)/3
1112,ENG_STATE_15,NA,2015,,Exclude,Outdated Survey Question/Calc,,,Index based on combined JOBSAT/ORGSAT score and COMMIT score
1113,EEIT_FLAG_15,NA,2015,,Exclude,Other,,,EEIT_FLAG (defines who was asked Q1705_15_15 vs. Q6870_07_15)
1114,FRINGE_FLAG18,FRINGE_FLAG,2018,,BC Stats Background,Employee Info,,,Flag that indicates whether respondent is in a CORE (0) or FRINGE (1) organization
1115,ORGID18,ORGID,2018,,Exclude,Employee Info,,,Organization ID 2018 (string abbreviation of ORGANIZATION18)
1116,ORGANIZATION18,ORGANIZATION,2018,,BC Stats Background,Employee Info,,,Organization 2018
1117,LEVEL1_NAME_18,LEVEL1_NAME,2018,,BC Stats Background,Employee Info,,,Level 1 Name 2018 (contains title for Level 1 Report)
1118,LEVEL1_ID_18,NA,2018,,Exclude,Other,,,Level 1 ID 2018 (unique Level 1 identifier - used as Ref# in work unit reports)
1119,LEVEL1_YN_18,NA,2018,,Exclude,Other,,,Level 1 Yes or No 2018 (indicates whether a report was generated or suppressed for a work unit)
1120,LEVEL2_NAME_18,LEVEL2_NAME,2018,,BC Stats Background,Employee Info,,,Level 2 Name 2018 (contains title for Level 2 Report)
1121,LEVEL2_ID_18,NA,2018,,Exclude,Other,,,Level 2 ID 2018 (unique Level 2 identifier - used as Ref# in work unit reports)
1122,LEVEL2_YN_18,NA,2018,,Exclude,Other,,,Level 2 Yes or No 2018 (indicates whether a report was generated or suppressed for a work unit)
1123,LEVEL3_NAME_18,LEVEL3_NAME,2018,,Sensitive Info,Employee Info,,,Level 3 Name 2018 (contains title for Level 3 Report)
1124,LEVEL3_ID_18,NA,2018,,Exclude,Other,,,Level 3 ID 2018 (unique Level 3 identifier - used as Ref# in work unit reports)
1125,LEVEL3_YN_18,NA,2018,,Exclude,Other,,,Level 3 Yes or No 2018 (indicates whether a report was generated or suppressed for a work unit)
1126,LEVEL4_NAME_18,LEVEL4_NAME,2018,,Sensitive Info,Employee Info,,,Level 4 Name 2018 (contains title for Level 4 Report)
1127,LEVEL4_ID_18,NA,2018,,Exclude,Other,,,Level 4 ID 2018 (unique Level 4 identifier - used as Ref# in work unit reports)
1128,LEVEL4_YN_18,NA,2018,,Exclude,Other,,,Level 4 Yes or No 2018 (indicates whether a report was generated or suppressed for a work unit)
1129,WU_NAME18,WU_NAME,2018,,Sensitive Info,Employee Info,,,Name associated with WU_NUM
1130,WU_NUM18,WU_NUM,2018,,Sensitive Info,Employee Info,,,Unique number for lowest level work unit (mutually exclusive)
1131,WU_NUM18_POPULATION,WU_NUM_POPULATION,2018,,Sensitive Info,Employee Info,,,Work Unit Population 2018 (provides population count for WU_NUM18)
1132,WU_NUM18_RESPONSES,WU_NUM_REPSONSES,2018,,Sensitive Info,Employee Info,,,Work Unit Responses 2018 (provides response count for WU_NUM18)
1133,DEPTDESC18,DEPTDESC,2018,,Sensitive Info,Employee Info,,,Department Description 2018 (linked to DEPTID18)
1134,DEPTID18,DEPTID,2018,,Sensitive Info,Employee Info,,,Department ID 2018 (linked to DEPTDESC18)
1135,DEPTID18_POPULATION,DEPTID_POPULATION,2018,,Exclude,Employee Info,,,Department ID Population 2018 (provides population count for DEPTID18)
1136,DEPTID18_RESPONSES,DEPTID_REPSONSES,2018,,Exclude,Employee Info,,,Department ID Responses 2018 (provides response count for DEPTID18)
1137,AGE18,AGE,2018,,Sensitive Info,Employee Info,,,Age 2018
1138,AGEGRP18,AGEGRP,2018,,BC Stats Background,Employee Info,,,Age Group 2018 (Calculated from AGE18)
1139,BESTCITY18,NA,2018,,Exclude,Other,,,Best City 2018 (used to calculate CITYGRP18 and PSAREGION18 and LOCATIONGRP18)
1140,LOCATIONGRP18,LOCATIONGRP,2018,,BC Stats Background,Employee Info,,,Location Group 2018 (Calculated from BESTCITY18)
1141,CITYGRP18,CITYGRP,2018,,BC Stats Background,Employee Info,,,City Group 2018 (Calculated from BESTCITY18) - Not reported on in 2018
1142,PSAREGION18,PSAREGION,2018,,BC Stats Background,Employee Info,,,PSA Region 2018 (Calculated from BESTCITY18) - Not reported on in 2018
1143,GENDER18,GENDER,2018,,BC Stats Background,Employee Info,,,Gender 2018 (as of CHIPS file)
1144,CombinedSex18,Sex,2018,,Exclude,Demographic,,,"Sex (combined from CombinedSex15 (combined info from WES10, 11, 13, 15) & sex1_18 (info from WES18 survey))"
1145,CombinedAbo18,aboriginal_status,2018,,Sensitive Info,Demographic,,,"Aboriginal status (combined from CombinedAbo15 (combined info from WES10, 11, 13, 15) & abo1_18 (info from WES18 survey))"
1146,CombinedDis18,Disability_status,2018,,Sensitive Info,Demographic,,,"Disability status (combined from CombinedDis13 (combined info from WES10, 11, 13) & dis1_15  & dis1_18)"
1147,CombinedVis18,minority_status,2018,,Sensitive Info,Demographic,,,"Visible Minority status (combined from CombinedVis15 (combined info from WES10, 11, 13, 15) & vis1_18 (info from WES18 survey))"
1148,CombinedSexOr18,Sex_Or,2018,,Sensitive Info,Demographic,,,"LGBTQ2S+ status (info from WES18 survey, as first year asked)"
1149,APPTSTAT18,APPTSTAT,2018,,Exclude,Employee Info,,,Appointment Status 2018
1150,UNIONSTATUS18,UNIONSTATUS,2018,,BC Stats Background,Employee Info,,,Union Status 2018 (formerly GROUPS##)
1151,CLASSCODE18,CLASSCODE,2018,,BC Stats Background,Employee Info,,,Class Code 2018
1152,CLASSTITLE18,CLASSTITLE,2018,,BC Stats Background,Employee Info,,,Class title 2018 (text aggregation of CLASSCODE18)
1153,WESJOBCLASGRP18,WESJOBCLASGRP,2018,,BC Stats Background,Employee Info,,,WES Job Class Group 2018 (ClassificationGroup3)
1154,REGHOURS18,REGHOURS,2018,,BC Stats Background,Employee Info,,,Weekly Salaried Hours 2018 (for employees that work a pre-determined salaried work schedule - those who don't show a value of 1.88)
1155,CURPOSDESC18,CURPOSDESC,2018,,Sensitive Info,Employee Info,,,Current Position Description 2018
1156,CURPOSNUM18,CURPOSNUM,2018,,Sensitive Info,Employee Info,,,Current Position Number 2018
1157,CURSUPID18,CURSUPID,2018,,Sensitive Info,Employee Info,,,"Current Supervisors ID 2018 (Used to link a direct report's data with their supervisors - data quality not great, but good enough)"
1158,SUPERVISEES18,SUPERVISEES,2018,,BC Stats Background,Employee Info,,,Supervisees 2018 (provides a count of how many supervisees a supervisor is responsible for)
1159,HIREDATE18,HIREDATE,2018,,Sensitive Info,Employee Info,,,This is the first hire date.
1160,HIREYRS18,HIREYRS,2018,,BC Stats Background,Employee Info,,,Years to date based on HIREDATE18
1161,HIREYRS_GRP18,HIREYRS_GRP,2018,,BC Stats Background,Employee Info,,,Service Years Group 2018 (calculated from HIREYRS)
1072,Q8639_06_15,Q68,2015,Q8639_06,Raw Survey Question,My Organization,,,I know how my work contributes to the achievement of my organization's goals.
1229,Q8639_06_18,Q68,2018,Q8639_06,Raw Survey Question,My Organization,,,I know how my work contributes to the achievement of my organization's goals.
1230,Q6610_18_18,Q69,2018,Q6610_18,Raw Survey Question,My Organization,,,I am motivated by my organization to help achieve its objectives.
1231,Q1912_18_18,Q70,2018,Q1912_18,Raw Survey Question,My Organization,,,I find my organization inspiring to work for.
